day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;34300;RAINFOREST_RESIN;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;308.0
-1;34300;KELP;2022;23;;;;;2026;23;;;;;2024.0;60.046875
-1;34400;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;310.0
-1;34400;KELP;2023;3;2022;25;;;2025;2;2026;23;;;2024.0;61.15625
-1;34500;KELP;2022;30;;;;;2023;5;2024;1;2026;30;2022.5;60.7578125
-1;34500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;310.0
-1;34600;KELP;2022;29;;;;;2023;1;2026;29;;;2022.5;51.078125
-1;34600;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;310.0
-1;34700;RAINFOREST_RESIN;9998;6;9995;24;;;10005;24;;;;;10001.5;310.0
-1;34700;KELP;2023;24;;;;;2026;24;;;;;2024.5;43.8515625
-1;34800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;310.0
-1;34800;KELP;2023;2;2022;23;;;2026;25;;;;;2024.5;48.78125
-1;34900;KELP;2023;21;;;;;2026;21;;;;;2024.5;42.6796875
-1;34900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;310.0
-1;35000;RAINFOREST_RESIN;10002;1;9995;20;;;10005;20;;;;;10003.5;310.0
-1;35000;KELP;2025;1;2023;20;;;2026;20;;;;;2025.5;15.7578125
-1;35100;KELP;2023;31;;;;;2026;31;;;;;2024.5;30.515625
-1;35100;RAINFOREST_RESIN;10002;3;9996;2;9995;29;10004;2;10005;29;;;10003.0;312.0
-1;35200;RAINFOREST_RESIN;9996;2;9995;28;;;10002;10;10004;2;10005;28;9999.0;318.0
-1;35200;KELP;2023;33;;;;;2026;30;;;;;2024.5;22.015625
-1;35300;KELP;2023;20;;;;;2026;28;;;;;2024.5;38.75
-1;35300;RAINFOREST_RESIN;9998;6;9996;1;9995;27;10004;1;10005;27;;;10001.0;318.0
-1;35400;RAINFOREST_RESIN;10002;3;9995;25;;;10005;25;;;;;10003.5;318.0
-1;35400;KELP;2025;1;2023;27;;;2026;25;;;;;2025.5;40.8125
-1;35500;KELP;2023;28;;;;;2026;28;;;;;2024.5;38.8203125
-1;35500;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;324.0
-1;35600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;324.0
-1;35600;KELP;2023;26;;;;;2026;26;;;;;2024.5;42.4296875
-1;35700;KELP;2023;29;;;;;2026;29;;;;;2024.5;37.328125
-1;35700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;324.0
-1;35800;RAINFOREST_RESIN;9998;7;9996;1;9995;30;10004;1;10005;30;;;10001.0;324.0
-1;35800;KELP;2023;29;;;;;2026;31;;;;;2024.5;38.3671875
-1;35900;KELP;2023;2;2022;21;;;2026;23;;;;;2024.5;48.1328125
-1;35900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;324.0
-1;36000;RAINFOREST_RESIN;9995;30;;;;;10002;5;10005;30;;;9998.5;324.0
-1;36000;KELP;2022;30;;;;;2024;3;2026;30;;;2023.0;47.921875
-1;36100;KELP;2022;26;;;;;2025;2;2026;24;;;2023.5;61.828125
-1;36100;RAINFOREST_RESIN;10002;8;9996;2;9995;24;10004;2;10005;24;;;10003.0;324.0
-1;36200;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;340.0
-1;36200;KELP;2022;30;;;;;2025;1;2026;29;;;2023.5;61.390625
-1;36300;KELP;2022;22;;;;;2024;6;2025;22;;;2023.0;66.1171875
-1;36300;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;342.0
-1;36400;RAINFOREST_RESIN;9998;1;9996;1;9995;20;10004;1;10005;20;;;10001.0;342.0
-1;36400;KELP;2024;1;2023;3;2022;21;2025;1;2026;20;;;2024.5;64.09375
-1;36500;KELP;2022;25;;;;;2023;2;2025;25;;;2022.5;72.7421875
-1;36500;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;342.0
-1;36600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;342.0
-1;36600;KELP;2022;29;;;;;2025;29;;;;;2023.5;67.2890625
-1;36700;KELP;2021;21;;;;;2025;21;;;;;2023.0;111.421875
-1;36700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;342.0
-1;36800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;342.0
-1;36800;KELP;2021;30;;;;;2025;30;;;;;2023.0;107.609375
-1;36900;KELP;2021;27;;;;;2024;27;;;;;2022.5;139.09375
-1;36900;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;342.0
-1;37000;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;342.0
-1;37000;KELP;2020;25;;;;;2024;25;;;;;2022.0;158.1171875
-1;37100;KELP;2021;27;;;;;2024;23;;;;;2022.5;126.28125
-1;37100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;342.0
-1;37200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;342.0
-1;37200;KELP;2021;25;;;;;2024;21;;;;;2022.5;129.3515625
-1;37300;KELP;2022;4;2021;28;;;2024;1;2025;27;;;2023.0;114.4140625
-1;37300;RAINFOREST_RESIN;9996;1;9995;27;;;9998;10;10002;4;10004;1;9997.0;342.0
-1;37400;RAINFOREST_RESIN;10002;1;9998;2;9995;30;10005;30;;;;;10003.5;362.0
-1;37400;KELP;2021;30;;;;;2024;30;;;;;2022.5;119.3828125
-1;37500;KELP;2020;27;;;;;2024;27;;;;;2022.0;154.9765625
-1;37500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;364.0
-1;37600;KELP;2020;22;;;;;2024;22;;;;;2022.0;162.125
-1;37600;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;365.0
-1;37700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;365.0
-1;37700;KELP;2020;24;;;;;2024;24;;;;;2022.0;160.0703125
-1;37800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;365.0
-1;37800;KELP;2020;24;;;;;2024;25;;;;;2022.0;165.0
-1;37900;KELP;2019;25;;;;;2023;25;;;;;2021.0;205.2265625
-1;37900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;365.0
-1;38000;KELP;2019;32;;;;;2021;4;2023;32;;;2020.0;205.6640625
-1;38000;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;365.0
-1;38100;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;367.0
-1;38100;KELP;2019;28;;;;;2022;2;2023;26;;;2020.5;212.9140625
-1;38200;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;367.0
-1;38200;KELP;2019;28;;;;;2023;28;;;;;2021.0;200.0625
-1;38300;KELP;2019;26;;;;;2022;26;;;;;2020.5;218.046875
-1;38300;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;367.0
-1;38400;KELP;2019;24;;;;;2020;6;2022;24;;;2019.5;220.1953125
-1;38400;RAINFOREST_RESIN;9996;1;9995;23;;;10000;6;10004;1;10005;23;9998.0;367.0
-1;38500;RAINFOREST_RESIN;10002;1;9995;21;;;10005;21;;;;;10003.5;367.0
-1;38500;KELP;2019;21;;;;;2022;21;;;;;2020.5;227.1015625
-1;38600;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;369.0
-1;38600;KELP;2019;30;;;;;2022;30;;;;;2020.5;224.4609375
-1;38700;KELP;2019;20;;;;;2022;20;;;;;2020.5;222.2734375
-1;38700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;370.0
-1;38800;KELP;2019;21;;;;;2020;2;2021;1;2022;21;2019.5;222.15625
-1;38800;RAINFOREST_RESIN;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;370.0
-1;38900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;375.0
-1;38900;KELP;2019;32;;;;;2021;7;2022;2;2023;30;2020.0;215.0859375
-1;39000;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;375.0
-1;39000;KELP;2019;23;;;;;2023;23;;;;;2021.0;205.2109375
-1;39100;KELP;2020;25;;;;;2023;25;;;;;2021.5;182.3359375
-1;39100;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;375.0
-1;39200;KELP;2020;30;;;;;2022;2;2023;30;;;2021.0;177.0859375
-1;39200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;375.0
-1;39300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;375.0
-1;39300;KELP;2020;27;;;;;2023;27;;;;;2021.5;169.5859375
-1;39400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;375.0
-1;39400;KELP;2020;31;;;;;2022;5;2023;31;;;2021.0;186.9453125
-1;39500;KELP;2019;27;;;;;2021;3;2022;27;;;2020.0;227.0859375
-1;39500;RAINFOREST_RESIN;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;376.0
-1;39600;KELP;2021;4;2019;23;;;2023;23;;;;;2022.0;210.453125
-1;39600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;378.0
-1;39700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;378.0
-1;39700;KELP;2019;28;;;;;2022;2;2023;22;;;2020.5;214.7890625
-1;39800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;378.0
-1;39800;KELP;2019;28;;;;;2022;1;2023;27;;;2020.5;215.109375
-1;39900;KELP;2019;31;;;;;2022;31;;;;;2020.5;228.75
-1;39900;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;378.0
-1;40000;KELP;2018;22;;;;;2022;22;;;;;2020.0;245.6328125
-1;40000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;378.0
-1;40100;RAINFOREST_RESIN;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;378.0
-1;40100;KELP;2019;31;;;;;2022;31;;;;;2020.5;229.484375
-1;40200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;378.0
-1;40200;KELP;2019;1;2018;28;;;2022;29;;;;;2020.5;246.5
-1;40300;KELP;2019;22;;;;;2022;22;;;;;2020.5;239.578125
-1;40300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;378.0
-1;40400;KELP;2018;24;;;;;2022;24;;;;;2020.0;251.96875
-1;40400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;380.0
-1;40500;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;380.0
-1;40500;KELP;2019;1;2018;27;;;2022;29;;;;;2020.5;248.34375
-1;40600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;382.0
-1;40600;KELP;2019;4;2018;26;;;2022;26;;;;;2020.5;255.125
-1;40700;KELP;2018;22;;;;;2021;22;;;;;2019.5;283.28125
-1;40700;RAINFOREST_RESIN;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;382.0
-1;40800;KELP;2018;27;;;;;2021;27;;;;;2019.5;271.6640625
-1;40800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;382.0
-1;40900;RAINFOREST_RESIN;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;382.0
-1;40900;KELP;2017;28;;;;;2021;28;;;;;2019.0;301.25
-1;41000;RAINFOREST_RESIN;9995;21;;;;;10002;10;10005;21;;;9998.5;387.0
-1;41000;KELP;2018;20;;;;;2020;3;2021;21;;;2019.0;275.1796875
-1;41100;KELP;2018;24;;;;;2021;27;;;;;2019.5;277.5703125
-1;41100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;387.0
-1;41200;KELP;2018;29;;;;;2021;29;;;;;2019.5;278.296875
-1;41200;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;387.0
-1;41300;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;387.0
-1;41300;KELP;2017;25;;;;;2019;4;2021;25;;;2018.0;304.734375
-1;41400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;387.0
-1;41400;KELP;2017;25;;;;;2018;4;2019;5;2020;25;2017.5;339.6328125
-1;41500;KELP;2017;22;;;;;2019;1;2021;22;;;2018.0;308.71875
-1;41500;RAINFOREST_RESIN;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;387.0
-1;41600;KELP;2017;23;;;;;2019;7;2020;1;2021;22;2018.0;312.25
-1;41600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;387.0
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;387.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;302.9609375
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;387.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;282.078125
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;279.5546875
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;387.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;270.390625
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;395.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;395.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;263.9453125
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;395.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;261.6640625
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;259.1640625
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;397.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;241.484375
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;397.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;397.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;242.8671875
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;402.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;237.921875
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;254.203125
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;404.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;242.0234375
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;404.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;404.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;230.5
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;406.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;206.15625
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;188.265625
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;406.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;200.75
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;406.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;406.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;201.03125
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;406.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;193.90625
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;190.34375
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;406.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;196.65625
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;406.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;192.0234375
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;406.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;406.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;184.4453125
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;193.6015625
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;406.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;414.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;183.75
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;208.3046875
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;414.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;416.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;210.703125
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;207.2578125
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;416.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;416.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;248.234375
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;246.109375
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;416.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;416.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;237.0859375
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;239.4140625
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;416.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;416.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;249.4609375
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;253.1328125
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;418.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;418.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;252.1484375
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;241.2890625
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;420.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;420.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;243.5390625
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;268.6328125
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;420.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;420.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;283.6875
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;279.3515625
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;422.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;422.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;274.4375
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;273.765625
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;422.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;422.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;270.5546875
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;256.8203125
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;422.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;424.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;244.9453125
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;240.78125
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;424.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;424.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;262.0234375
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;274.1015625
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;424.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;424.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;263.25
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;266.1015625
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;424.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;261.6484375
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;424.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;426.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;242.6875
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;426.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;230.2890625
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;241.375
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;426.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;237.671875
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;426.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;426.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;241.328125
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;428.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;239.9453125
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;235.953125
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;430.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;226.1953125
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;432.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;432.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;227.3125
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;432.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;218.6640625
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;216.671875
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;432.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;214.09375
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;432.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;432.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;213.234375
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;434.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;214.1796875
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;223.1953125
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;434.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;225.9609375
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;436.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;436.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;259.390625
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;438.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;252.6796875
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;255.296875
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;438.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;254.40625
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;440.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;441.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;257.609375
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;441.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;242.8828125
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;237.203125
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;441.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;241.734375
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;441.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;441.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;227.84375
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;441.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;238.984375
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;232.78125
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;441.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;239.578125
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;441.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;441.0
